Subject|Catalogue|ClassNbr|Name|Description
ARCH|7625|5734|Special Topic 4|To explore a special topic in the discipline or practice of architecture.|32CN|32AR
ARCH|7625|1828|Special Topic 4|To explore a special topic in the discipline or practice of architecture.|32CN|32AR
ARCH|8624|6076|Special Topic 2|To explore a special topic in the discipline or practice of architecture.|32CN|32AR
ARCH|8624|5697|Special Topic 2|To explore a special topic in the discipline or practice of architecture.|32CN|32AR
ARCH|7626|5735|New Zealand Architectural History|To develop through studies in a chronological framework, a sound understanding of Aotearoa New Zealand?s architectural history, from the pre-European period to the present era.|32CN|32AR
ARCH|7626|2052|New Zealand Architectural History|To develop through studies in a chronological framework, a sound understanding of Aotearoa New Zealand?s architectural history, from the pre-European period to the present era.|32CN|32AR
ARCH|7626|5808|New Zealand Architectural History|To develop through studies in a chronological framework, a sound understanding of Aotearoa New Zealand?s architectural history, from the pre-European period to the present era.|32CN|32AR
ARCH|7626|1475|New Zealand Architectural History|To develop through studies in a chronological framework, a sound understanding of Aotearoa New Zealand?s architectural history, from the pre-European period to the present era.|32CN|32AR
ARCH|6623|2051|Essentials of Energy Efficient Housing Design|To explore the ways in which architects can design healthy and energy efficient houses.|32CN|32AR
ARCH|6623|1454|Essentials of Energy Efficient Housing Design|To explore the ways in which architects can design healthy and energy efficient houses.|32CN|32AR
ARCH|7627|5448|Generative Design|To develop skills in algorithmic and generative design and fabrication using the 3D modelling programme Rhino and the visual programming language Grasshopper.|32CN|32AR
ARCH|7627|5809|Generative Design|To develop skills in algorithmic and generative design and fabrication using the 3D modelling programme Rhino and the visual programming language Grasshopper.|32CN|32AR
ARCH|6628|5731|Architectural Photography - Mediating Architecture through the Lens of a Camera|To develop a sound understanding of the practice of Architectural Photography, with reference to historical and contemporary Architectural Photographers, and Architects who practice photography.|32CN|32AR
ARCH|6628|5797|Architectural Photography - Mediating Architecture through the Lens of a Camera|To develop a sound understanding of the practice of Architectural Photography, with reference to historical and contemporary Architectural Photographers, and Architects who practice photography.|32CN|32AR
ARCH|7630|1837|Design Elective|To continue to develop design capabilities through selected projects of moderate complexity typically based in the urban environment.|32CN|32AR
ARCH|7630|1467|Design Elective|To continue to develop design capabilities through selected projects of moderate complexity typically based in the urban environment.|32CN|32AR
ARCH|5213|1432|Architectural Representation 1|To develop skills in freehand drawing and physical modelling.|32CN|32AR
ARCH|5213|1448|Architectural Representation 1|To develop skills in freehand drawing and physical modelling.|32CN|32AR
ARCH|7631|5740|Negotiated Study - Professional Studies|To develop an appreciation of the legal context within which the New Zealand building industry and architectural practice operate; and to develop skills in the planning and management of architectural projects through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7631|1843|Negotiated Study - Professional Studies|To develop an appreciation of the legal context within which the New Zealand building industry and architectural practice operate; and to develop skills in the planning and management of architectural projects through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7631|6114|Negotiated Study - Professional Studies|To develop an appreciation of the legal context within which the New Zealand building industry and architectural practice operate; and to develop skills in the planning and management of architectural projects through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7631|1468|Negotiated Study - Professional Studies|To develop an appreciation of the legal context within which the New Zealand building industry and architectural practice operate; and to develop skills in the planning and management of architectural projects through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7632|5741|Negotiated Study - Light Timber Frame Construction|To develop an understanding of small-scale light timber framed construction as it is used in the practice of architecture in New Zealand, through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7632|1844|Negotiated Study - Light Timber Frame Construction|To develop an understanding of small-scale light timber framed construction as it is used in the practice of architecture in New Zealand, through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7632|5814|Negotiated Study - Light Timber Frame Construction|To develop an understanding of small-scale light timber framed construction as it is used in the practice of architecture in New Zealand, through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7632|1469|Negotiated Study - Light Timber Frame Construction|To develop an understanding of small-scale light timber framed construction as it is used in the practice of architecture in New Zealand, through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7633|5742|Negotiated Study - Seismic Design|To develop an architectural appreciation of the seismic design and construction context within which the New Zealand building industry and architectural/engineering practices operate. And to specifically review one convergent area within that context through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7633|1845|Negotiated Study - Seismic Design|To develop an architectural appreciation of the seismic design and construction context within which the New Zealand building industry and architectural/engineering practices operate. And to specifically review one convergent area within that context through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7633|5815|Negotiated Study - Seismic Design|To develop an architectural appreciation of the seismic design and construction context within which the New Zealand building industry and architectural/engineering practices operate. And to specifically review one convergent area within that context through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7633|1470|Negotiated Study - Seismic Design|To develop an architectural appreciation of the seismic design and construction context within which the New Zealand building industry and architectural/engineering practices operate. And to specifically review one convergent area within that context through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7634|5743|Negotiated Study - New Zealand Architectural Theory and Culture|To develop an understanding of the theoretical foundations of architecture as practiced in New Zealand through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7634|1846|Negotiated Study - New Zealand Architectural Theory and Culture|To develop an understanding of the theoretical foundations of architecture as practiced in New Zealand through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7634|5816|Negotiated Study - New Zealand Architectural Theory and Culture|To develop an understanding of the theoretical foundations of architecture as practiced in New Zealand through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|7634|1471|Negotiated Study - New Zealand Architectural Theory and Culture|To develop an understanding of the theoretical foundations of architecture as practiced in New Zealand through a supervised 15-credit self-directed study.|32CN|32AR
ARCH|8628|5703|Re-Designing Earthquake Prone Buildings|To explore, in depth, the present day issues confronting earthquake prone buildings within New Zealand.|32CN|32AR
ARCH|6629|6956|Analytical Drawing|To develop an understanding of how to apply research to design through analytical drawing.|32CN|32AR
ARCH|6629|5806|Analytical Drawing|To develop an understanding of how to apply research to design through analytical drawing.|32CN|32AR
ARCH|8629|5704|Building Conservation|To develop a critical understanding of the history, theory and practice of building conservation in Aotearoa New Zealand.|32CN|32AR
ARCH|8629|5698|Building Conservation|To develop a critical understanding of the history, theory and practice of building conservation in Aotearoa New Zealand.|32CN|32AR
CSTU|6235|1046|Gender Studies|This course critically reflects on the implications of theoretical perspectives from gender studies and feminism for social practice with individuals, families, groups, taking into consideration cultural roles, gendered roles, and questions of equity and equality.|41HN|41SP
CSTU|6239|1048|Creative Social Practice|This course explores creative ways of working in a range of social practice settings, including within te ao Maori. It addresses possible ways of unleashing a creative potential in practitioners and explores ways of helping clients to access their own creativity.|41HN|41SP
DESN|9000ENR|5096|Design Research Project - Design - Enrolment|The aim of the programme is to produce graduates who have developed a theoretically sophisticated understanding of design through engagement in research by design.  The students are expected to develop this understanding by undertaking a research project which involves creating a new body of work within a theoretical context and then critically appraising the new work and the theoretical framework which informed it.|21BN|21CI
HEAL|7177|1013|Radiographic Pathology|To develop an appreciation of images of pathological conditions of the body. To prepare the student for post-graduate study in the area of imaging interpretation.|41HN|41HC
HEAL|7177|1022|Radiographic Pathology|To develop an appreciation of images of pathological conditions of the body. To prepare the student for post-graduate study in the area of imaging interpretation.|41HN|41HC
HEAL|6255|1010|Radiation Protection|To develop a theoretical and applied knowledge of radiation effects and methods of implementing radiation protection.|41HN|41HC
HEAL|6255|1018|Radiation Protection|To develop a theoretical and applied knowledge of radiation effects and methods of implementing radiation protection.|41HN|41HC
EDUC|5911|5039|Contexts of Early Childhood Education in Aotearoa/ New Zealand|To examine the social, cultural and ecological contexts of early childhood education in Aotearoa/New Zealand, including the bicultural nature of Early Childhood Education and the diversity of early childhood services.|41HN|41CD
EDUC|5911|2087|Contexts of Early Childhood Education in Aotearoa/ New Zealand|To examine the social, cultural and ecological contexts of early childhood education in Aotearoa/New Zealand, including the bicultural nature of Early Childhood Education and the diversity of early childhood services.|41HN|41CD
EDUC|5911|5974|Contexts of Early Childhood Education in Aotearoa/ New Zealand|To examine the social, cultural and ecological contexts of early childhood education in Aotearoa/New Zealand, including the bicultural nature of Early Childhood Education and the diversity of early childhood services.|41HN|41CD
EDUC|5912|5044|Partnership and Professionalism|To encourage the development of knowledge, skills and attitudes required for early childhood educators to work in professional partnership with whanau and community.|41HN|41CD
EDUC|5912|2088|Partnership and Professionalism|To encourage the development of knowledge, skills and attitudes required for early childhood educators to work in professional partnership with whanau and community.|41HN|41CD
EDUC|5912|5975|Partnership and Professionalism|To encourage the development of knowledge, skills and attitudes required for early childhood educators to work in professional partnership with whanau and community.|41HN|41CD
HEAL|6253-SA|5871|Pathology (Sem A)|To develop an understanding of the pathological disease processes commonly encountered within the scope of medical imaging.|41HN|41HC
HEAL|6253-SA|5009|Pathology (Sem A)|To develop an understanding of the pathological disease processes commonly encountered within the scope of medical imaging.|41HN|41HC
HEAL|6253-SB|1009|Pathology (Sem B)|To develop an understanding of the pathological disease processes commonly encountered within the scope of medical imaging.|41HN|41HC
HEAL|6253-SB|1024|Pathology (Sem B)|To develop an understanding of the pathological disease processes commonly encountered within the scope of medical imaging.|41HN|41HC
EDUC|5915|5041|Introduction to Curriculum and Te Whariki|To enable students to examine curriculum, observation, planning and assessment in Early Childhood Education including the relationship between play and learning for young children.|41HN|41CD
EDUC|5915|2091|Introduction to Curriculum and Te Whariki|To enable students to examine curriculum, observation, planning and assessment in Early Childhood Education including the relationship between play and learning for young children.|41HN|41CD
EDUC|5915|5978|Introduction to Curriculum and Te Whariki|To enable students to examine curriculum, observation, planning and assessment in Early Childhood Education including the relationship between play and learning for young children.|41HN|41CD
EDUC|5905|5043|Te Kete Manaaki Tangata|To assist students to develop understandings of Maori values and tikanga through deepening understandings of Te Reo Maori me ona tikanga.|41HN|41CD
EDUC|5905|2086|Te Kete Manaaki Tangata|To assist students to develop understandings of Maori values and tikanga through deepening understandings of Te Reo Maori me ona tikanga.|41HN|41CD
EDUC|5905|5973|Te Kete Manaaki Tangata|To assist students to develop understandings of Maori values and tikanga through deepening understandings of Te Reo Maori me ona tikanga.|41HN|41CD
ICIB|5101|5848|Creativity and Design Fundamentals|This course aims to introduce students to the histories of, and ideas associated with, a range of approaches to design, design thinking, creativity, and creative problem solving as well as integrated creative practice. This course will provide students with the ability to work in teams in order to develop an understanding of how to creatively solve complex problems and develop user-centred solutions|21BN|21CI
ICIB|5102|5852|Creativity and Design Practice|This course aims to foster the development of methodologies, confidence and a deeper understanding of the interrelationships of creativity and design with the practices of content creation, adaptation and delivery. Project outcomes will employ the development of products, artefacts and experiences and creative thinking to move ideas from concept into development and testing.|21BN|21CI
ICIB|5102|2453|Creativity and Design Practice|This course aims to foster the development of methodologies, confidence and a deeper understanding of the interrelationships of creativity and design with the practices of content creation, adaptation and delivery. Project outcomes will employ the development of products, artefacts and experiences and creative thinking to move ideas from concept into development and testing.|21BN|21CI
ICIB|5201|5849|Introduction to Story|To enable students to develop a broad understanding of the major concepts of story and storytelling and their importance to society, to brand, to business, to design, to performance and to communication. This course introduces students to the broader concept of story via the development and modification of their own story concepts.|21BN|21CI
ICIB|5202|5853|Storyworlds|To enable students to explore and develop storyworlds which contribute to expanding the impact of story ideas across the full range of media landscapes. This course charts the progress of story across multiple platforms.|21BN|21CI
ICIB|5202|9004|Storyworlds|To enable students to explore and develop storyworlds which contribute to expanding the impact of story ideas across the full range of media landscapes. This course charts the progress of story across multiple platforms.|21BN|21CI
ICIB|5202|2454|Storyworlds|To enable students to explore and develop storyworlds which contribute to expanding the impact of story ideas across the full range of media landscapes. This course charts the progress of story across multiple platforms.|21BN|21CI
ICIB|5301|5850|Creative Technologies|This course aims to promote the development of a theoretical and practical understanding of the role that technologies can play in enabling creative enterprise. This course will foster a sense of engagement with a broad range of current technologies, digital content platforms and new media associated with content creation.|21BN|21CI
ICIB|5302|5854|Specialist Technologies|To foster the development of methodologies, confidence and a deeper understanding of the functions and interrelationships of specialist technologies and the contexts in which they are deployed. This course will allow students to explore a range specialist technologies that will contribute to their personal area of interest in the context of creative enterprise.|21BN|21CI
ICIB|5302|2455|Specialist Technologies|To foster the development of methodologies, confidence and a deeper understanding of the functions and interrelationships of specialist technologies and the contexts in which they are deployed. This course will allow students to explore a range specialist technologies that will contribute to their personal area of interest in the context of creative enterprise.|21BN|21CI
ICIB|5401|5851|Professional Practices|This course will introduce students to the broader evaluative nature of personal professional practices and entrepreneurship. This course focuses on building capability for students in self-evaluation and goal setting as well as self-management, communication and presentation.  Students are introduced to the broad concepts of enterprise and entrepreneurship.|21BN|21CI
ICIB|8071|5554|Comparative Critical Reading|To analyse critical and theoretical dimensions, key principles and approaches for a specialist area of creative arts practice through the comparative critical reading of selected texts (written word, oral presentations, creative works and researched essays, etc.). This course is designed to challenge existing ideas about creative practice by surveying the landscape of contemporary theory and to enable the positioning of those ideas into the students personal frame of practice.|21BN|21CI
ICIB|8071|2267|Comparative Critical Reading|To analyse critical and theoretical dimensions, key principles and approaches for a specialist area of creative arts practice through the comparative critical reading of selected texts (written word, oral presentations, creative works and researched essays, etc.). This course is designed to challenge existing ideas about creative practice by surveying the landscape of contemporary theory and to enable the positioning of those ideas into the students personal frame of practice.|21BN|21CI
ICIB|8071|6166|Comparative Critical Reading|To analyse critical and theoretical dimensions, key principles and approaches for a specialist area of creative arts practice through the comparative critical reading of selected texts (written word, oral presentations, creative works and researched essays, etc.). This course is designed to challenge existing ideas about creative practice by surveying the landscape of contemporary theory and to enable the positioning of those ideas into the students personal frame of practice.|21BN|21CI
ICIB|8072|5556|Research in the Creative Industries|To provide both a documentation and record of understanding of research methodological practice for collaborative creative arts practice, which incorporates a demonstrated understanding of the theories and methodologies of key practitioners/theorists associated with a specialist study area. This course is designed to enable students with a methodological foundation with which to design, implement, and analyse research projects in a variety of contexts.|21BN|21CI
ICIB|8072|2268|Research in the Creative Industries|To provide both a documentation and record of understanding of research methodological practice for collaborative creative arts practice, which incorporates a demonstrated understanding of the theories and methodologies of key practitioners/theorists associated with a specialist study area. This course is designed to enable students with a methodological foundation with which to design, implement, and analyse research projects in a variety of contexts.|21BN|21CI
ICIB|8072|6167|Research in the Creative Industries|To provide both a documentation and record of understanding of research methodological practice for collaborative creative arts practice, which incorporates a demonstrated understanding of the theories and methodologies of key practitioners/theorists associated with a specialist study area. This course is designed to enable students with a methodological foundation with which to design, implement, and analyse research projects in a variety of contexts.|21BN|21CI
ICIB|8005|5563|Creative Practice Project|To critically analyse creative practice as both a process and an outcome. This course allows participants to devise and conduct a small creative practice based research project that demonstrates intellectual independence and analytical rigour within a framework of information and principles related to contemporary creative industry practice. This course is designed to enable participants to explore their creativity in a practice based learning environment.|21BN|21CI
ICIB|8005|2269|Creative Practice Project|To critically analyse creative practice as both a process and an outcome. This course allows participants to devise and conduct a small creative practice based research project that demonstrates intellectual independence and analytical rigour within a framework of information and principles related to contemporary creative industry practice. This course is designed to enable participants to explore their creativity in a practice based learning environment.|21BN|21CI
ICIB|8005|6168|Creative Practice Project|To critically analyse creative practice as both a process and an outcome. This course allows participants to devise and conduct a small creative practice based research project that demonstrates intellectual independence and analytical rigour within a framework of information and principles related to contemporary creative industry practice. This course is designed to enable participants to explore their creativity in a practice based learning environment.|21BN|21CI
ICIB|9003|7087|Research Project (Extended)|To allow the student to design, carry out, and report on a significant research investigation that is problem-oriented and applied in nature in the form of a thesis, dissertation, substantial research paper or scholarly creative work. Participants will conduct creative practice based research within a specialist area that extends elements of earlier work on the programme according to his/her own predilections and particular skills.|21BN|21CI
EDUC|5919|5042|Introduction to Work Experience|To introduce the practice of teaching, with an emphasis on developing responsive and reciprocal relationships, through engagement in a work experience setting|41HN|41CD
EDUC|5919|2092|Introduction to Work Experience|To introduce the practice of teaching, with an emphasis on developing responsive and reciprocal relationships, through engagement in a work experience setting|41HN|41CD
EDUC|5919|5979|Introduction to Work Experience|To introduce the practice of teaching, with an emphasis on developing responsive and reciprocal relationships, through engagement in a work experience setting|41HN|41CD
EDUC|5519|5045|Introduction to Practicum|To demonstrate beginning teaching practice in a practicum setting|41HN|41CD
EDUC|5519|2847|Introduction to Practicum|To demonstrate beginning teaching practice in a practicum setting|41HN|41CD
EDUC|5519|2085|Introduction to Practicum|To demonstrate beginning teaching practice in a practicum setting|41HN|41CD
EDUC|5519|5972|Introduction to Practicum|To demonstrate beginning teaching practice in a practicum setting|41HN|41CD
ICIB|5402|5855|The Enterprising Professional|This course enables students to employ enterprising approaches to the creative process, to allow them to innovate systematically and turn ideas into potential business concepts. The course focuses on establishing a personal approach for each student to the development of an entrepreneurial mind-set, the ethics of work and associated creative enterprise specific professional practices.|21BN|21CI
ICIB|5402|9005|The Enterprising Professional|This course enables students to employ enterprising approaches to the creative process, to allow them to innovate systematically and turn ideas into potential business concepts. The course focuses on establishing a personal approach for each student to the development of an entrepreneurial mind-set, the ethics of work and associated creative enterprise specific professional practices.|21BN|21CI
ICIB|5402|2456|The Enterprising Professional|This course enables students to employ enterprising approaches to the creative process, to allow them to innovate systematically and turn ideas into potential business concepts. The course focuses on establishing a personal approach for each student to the development of an entrepreneurial mind-set, the ethics of work and associated creative enterprise specific professional practices.|21BN|21CI
ICIB|6002|5857|Integrated Project|This course will provide students with an opportunity to integrate and synthesize complex generalist and specialist learning within a creative enterprise project. This course aggregates the diverse learning from general and elective components to contextualize both individual and collaborative contribution to creative enterprise projects|21BN|21CI
ICIB|6002|9006|Integrated Project|This course will provide students with an opportunity to integrate and synthesize complex generalist and specialist learning within a creative enterprise project. This course aggregates the diverse learning from general and elective components to contextualize both individual and collaborative contribution to creative enterprise projects|21BN|21CI
ICIB|6002|2458|Integrated Project|This course will provide students with an opportunity to integrate and synthesize complex generalist and specialist learning within a creative enterprise project. This course aggregates the diverse learning from general and elective components to contextualize both individual and collaborative contribution to creative enterprise projects|21BN|21CI
ICIB|6002|6335|Integrated Project|This course will provide students with an opportunity to integrate and synthesize complex generalist and specialist learning within a creative enterprise project. This course aggregates the diverse learning from general and elective components to contextualize both individual and collaborative contribution to creative enterprise projects|21BN|21CI
ICIB|7031|2991|Negotiated Study|To enable a student to pursue an individualised course of study of particular interest, and which is empathetic with the aims of the programme and will contribute to the graduate profile. The course content may comprise of an agreed selection of the Workshops, Seminars and Masterclasses offered as part of the Specialist Electives for this programme, or may contain other negotiated outcomes.|21BN|21CI
BSNS|6342|5610|Organisational Behaviour|To develop students' ability to critically assess the impact that individuals and groups/teams have on behaviours within organisations.|21BN|21BP
BSNS|6342|1468|Organisational Behaviour|To develop students' ability to critically assess the impact that individuals and groups/teams have on behaviours within organisations.|21BN|21BP
BSNS|6342|5430|Organisational Behaviour|To develop students' ability to critically assess the impact that individuals and groups/teams have on behaviours within organisations.|21BN|21BP
BSNS|6352|1505|Supply Chain Management|To manage efficient, effective and sustainable supply chain processes and procedures incorporating inventory control strategies and systems.|21BN|21BP
BSNS|6352|6893|Supply Chain Management|To manage efficient, effective and sustainable supply chain processes and procedures incorporating inventory control strategies and systems.|21BN|21BP
NSCI|7738|1256|Captive Wild Animal Population Management|To enable the student  to recognise and discuss the tools and processes used in the management of animal populations in zoos.|43EN|43EA
NSCI|6748|5148|Molecular Genetics and Evolution|To explore the genetic basis of evolution; to acquire practical skills in basic molecular analysis; to assess how the study of genetics and the use of molecular tools can inform biodiversity conservation, animal breeding, animal welfare and our understanding of evolutionary ecology.|43EN|43EA
NSCI|6748|5263|Molecular Genetics and Evolution|To explore the genetic basis of evolution; to acquire practical skills in basic molecular analysis; to assess how the study of genetics and the use of molecular tools can inform biodiversity conservation, animal breeding, animal welfare and our understanding of evolutionary ecology.|43EN|43EA
NSCI|5735|5137|Science and Society|To explore ways in which Science and human society have developed and interacted throughout history; to equip students with an appreciation that science takes place within a broad cultural framework and to recognise the validity of differing points of view.|43EN|43EA
NSCI|5735|5254|Science and Society|To explore ways in which Science and human society have developed and interacted throughout history; to equip students with an appreciation that science takes place within a broad cultural framework and to recognise the validity of differing points of view.|43EN|43EA
NSCI|6735|1235|Concepts in Biodiversity|To provide a synopsis of the theory, methodology and significance of biological diversity.|43EN|43EA
NSCI|6735|1076|Concepts in Biodiversity|To provide a synopsis of the theory, methodology and significance of biological diversity.|43EN|43EA
DACA|5231|2442|Graphic Design Practice|This course will introduce students to fundamental aspects of graphic design. Students will learn a variety of design and workflow methods using digital software to develop visual communication skills across a range of media formats and conventions commonplace in graphic design practice.|21BN|21CI
